axis,value,seed,policy,mean_reward,purchase_rate,std_reward
delayed_reward_strength,1.0,6,ppo_v3,1.9481728107411675,0.1676,4.066736264173142
delayed_reward_strength,1.0,6,uniform,1.5869160410453143,0.1354,3.6462889212677254
delayed_reward_strength,1.0,7,bandit_v2,1.7088013686618273,0.1412,3.7184526411656087
delayed_reward_strength,1.0,7,fqi_v3,1.592109999437445,0.1402,3.657149332333
delayed_reward_strength,1.0,7,no_op,0.9527923624315464,0.0786,2.8768697391794364
delayed_reward_strength,1.0,7,ppo_v3,1.9967695532249328,0.1636,4.076580881615414
delayed_reward_strength,1.0,7,uniform,1.572618528855833,0.1372,3.6471116014769414
delayed_reward_strength,1.0,8,bandit_v2,1.7894075520489658,0.1474,3.798499310350627
delayed_reward_strength,1.0,8,fqi_v3,1.473677936258314,0.1312,3.556962847437743
delayed_reward_strength,1.0,8,no_op,0.9979349852134687,0.0808,2.883955784274637
delayed_reward_strength,1.0,8,ppo_v3,2.158868056443493,0.1792,4.180958250490288
delayed_reward_strength,1.0,8,uniform,1.6322672575453443,0.1408,3.741782918188852
delayed_reward_strength,1.0,9,bandit_v2,1.770998146431206,0.1458,3.8601617505521295
delayed_reward_strength,1.0,9,fqi_v3,1.642801830332644,0.145,3.693879638413396
delayed_reward_strength,1.0,9,no_op,0.894503434374167,0.0744,2.7547734157911052
delayed_reward_strength,1.0,9,ppo_v3,2.0721241360198985,0.17,4.149778870820043
delayed_reward_strength,1.0,9,uniform,1.7235013035674098,0.1506,3.7976374347045763
delayed_reward_strength,2.0,5,bandit_v2,1.6321308414441047,0.1324,3.693173213592554
delayed_reward_strength,2.0,5,fqi_v3,1.6983215426923186,0.1522,3.8250640928927773
delayed_reward_strength,2.0,5,no_op,0.9891364895829158,0.081,2.9027535946989627
delayed_reward_strength,2.0,5,ppo_v3,1.619745231187308,0.1632,3.782146797605617
delayed_reward_strength,2.0,5,uniform,1.5520423728100166,0.136,3.630769623947546
delayed_reward_strength,2.0,6,bandit_v2,1.6762609246031719,0.1346,3.7263409164033696
delayed_reward_strength,2.0,6,fqi_v3,1.7042113347334586,0.1478,3.7647931520477584
delayed_reward_strength,2.0,6,no_op,0.9190379372338064,0.0772,2.7992973858150254
delayed_reward_strength,2.0,6,ppo_v3,1.9481728107411675,0.1676,4.066736264173142
delayed_reward_strength,2.0,6,uniform,1.5869160410453143,0.1354,3.6462889212677254
delayed_reward_strength,2.0,7,bandit_v2,1.7088013686618273,0.1412,3.7184526411656087
delayed_reward_strength,2.0,7,fqi_v3,1.5957959306048652,0.1406,3.6602982698348714
delayed_reward_strength,2.0,7,no_op,0.9527923624315464,0.0786,2.8768697391794364
delayed_reward_strength,2.0,7,ppo_v3,1.9967695532249328,0.1636,4.076580881615414
delayed_reward_strength,2.0,7,uniform,1.572618528855833,0.1372,3.6471116014769414
delayed_reward_strength,2.0,8,bandit_v2,1.7894075520489658,0.1474,3.798499310350627
delayed_reward_strength,2.0,8,fqi_v3,1.4754823922947944,0.1314,3.5589495705793226
delayed_reward_strength,2.0,8,no_op,0.9979349852134687,0.0808,2.883955784274637
delayed_reward_strength,2.0,8,ppo_v3,2.158868056443493,0.1792,4.180958250490288
delayed_reward_strength,2.0,8,uniform,1.6322672575453443,0.1408,3.741782918188852
delayed_reward_strength,2.0,9,bandit_v2,1.7745691458857036,0.1462,3.8639854648477514
