axis,value,seed,bandit_v2,ppo_v3,fqi_v3,ppo_minus_bandit,fqi_minus_bandit
fatigue_rate,0.0,10,1.5100365612636057,1.7118814530950774,1.4225506092076394,0.2018448918314717,-0.08748595205596632
fatigue_rate,0.0,11,1.5170774846353534,1.6298958857628378,1.396088785280458,0.11281840112748442,-0.12098869935489542
fatigue_rate,0.0,12,1.4279026840492002,1.5717795642219663,1.4205518111134288,0.14387688017276612,-0.007350872935771413
fatigue_rate,0.0,13,1.492918361293233,1.586642327787175,1.3993397580077165,0.09372396649394199,-0.09357860328551659
fatigue_rate,0.0,14,1.5095224479537863,1.6630371056448217,1.4052461077849072,0.15351465769103534,-0.1042763401688791
fatigue_rate,0.0,15,1.5037835473104841,1.615739200435945,1.3199806704802204,0.11195565312546085,-0.18380287683026375
fatigue_rate,0.0,16,1.6187525550353823,1.7419272684451017,1.3564999314699555,0.12317471340971942,-0.2622526235654268
fatigue_rate,0.0,17,1.427420332497724,1.5896959479986774,1.3690927403006086,0.16227561550095349,-0.05832759219711536
fatigue_rate,0.0,18,1.4560986272491965,1.460816764666288,1.4187713811537934,0.004718137417091484,-0.037327246095403055
fatigue_rate,0.0,19,1.6022185030645397,1.59872804495224,1.348474366278666,-0.0034904581122996436,-0.2537441367858737
fatigue_rate,0.0,20,1.4456714851937267,1.540750831090389,1.429625244021344,0.09507934589666234,-0.016046241172382736
fatigue_rate,0.0,21,1.4531641428448863,1.2782784769892466,1.3424403950662633,-0.1748856658556397,-0.11072374777862293
fatigue_rate,0.0,22,1.5470385049939974,1.5680305978960989,1.2863801111899125,0.020992092902101467,-0.26065839380408495
fatigue_rate,0.0,23,1.452436924471586,1.6466514864797863,1.3513669815512115,0.1942145620082003,-0.10106994292037452
fatigue_rate,0.0,24,1.4493220370691209,1.6859520029571247,1.3663150600835794,0.23662996588800378,-0.08300697698554149
fatigue_rate,0.1,10,1.2730768217410091,1.4268995673811795,1.3081630135624789,0.1538227456401704,0.03508619182146977
fatigue_rate,0.1,11,1.2472564997608333,1.2996574406335424,1.322713434509298,0.05240094087270908,0.0754569347484646
fatigue_rate,0.1,12,1.2699228179740647,1.3305797374362571,1.274968001687441,0.06065691946219243,0.005045183713376256
fatigue_rate,0.1,13,1.2229904671307417,1.2954048653523402,1.2993745808021602,0.07241439822159856,0.07638411367141851
fatigue_rate,0.1,14,1.3234491447492582,1.4346219772754631,1.2187043592977307,0.11117283252620491,-0.10474478545152754
fatigue_rate,0.1,15,1.3141390872079262,1.366640049778993,1.2408490982693994,0.052500962571066845,-0.07328998893852678
fatigue_rate,0.1,16,1.3694575639281552,1.3068904671716575,1.2748568877580146,-0.06256709675649774,-0.09460067617014056
fatigue_rate,0.1,17,1.1783026134933885,1.297611866408568,1.2030623929457187,0.11930925291517958,0.02475977945233021
fatigue_rate,0.1,18,1.2669848480944812,1.227487946299604,1.2528398227374904,-0.03949690179487719,-0.014145025356990804
fatigue_rate,0.1,19,1.4262468547313596,1.32715004495224,1.2179521402870048,-0.09909680977911961,-0.20829471444435477
fatigue_rate,0.1,20,1.1831039848128637,1.2347717243034082,1.220467179449283,0.051667739490544484,0.03736319463641924
fatigue_rate,0.1,21,1.2424315060902753,1.350901741815709,1.210892943034555,0.10847023572543368,-0.03153856305572034
fatigue_rate,0.1,22,1.230461485400511,1.376487827212392,1.24412354110272,0.146026341811881,0.01366205570220913
fatigue_rate,0.1,23,1.197660681844669,1.2966980922815186,1.2410957407633616,0.09903741043684966,0.043435058918692704
fatigue_rate,0.1,24,1.2315406108324212,1.3501581326170922,1.3358079058548906,0.118617521784671,0.10426729502246945
fatigue_rate,0.2,10,1.1888317706655274,1.3099376113040386,1.2068683293586147,0.12110584063851126,0.01803655869308729
fatigue_rate,0.2,11,1.1870305078654735,1.2002902838840166,1.2577286603374307,0.013259776018543112,0.07069815247195721
fatigue_rate,0.2,12,1.235907693227457,1.1319078718675386,1.203367052638832,-0.10399982135991848,-0.03254064058862505
fatigue_rate,0.2,13,1.1715445864085563,1.2608412513428227,1.1950917460089951,0.08929666493426636,0.02354715960043885
fatigue_rate,0.2,14,1.1875488827457759,1.2761072237745268,1.1813336226084505,0.08855834102875093,-0.006215260137325318
fatigue_rate,0.2,15,1.2175877034090576,1.3360354645211676,1.2087711475375655,0.11844776111210997,-0.008816555871492104
fatigue_rate,0.2,16,1.218481530527195,1.3068904671716575,1.1722949776991392,0.08840893664446248,-0.04618655282805584
fatigue_rate,0.2,17,1.1642024152427062,1.2152842312794818,1.1290909974331866,0.05108181603677564,-0.03511141780951954
fatigue_rate,0.2,18,1.1715391622577376,1.1783664446316775,1.1690817112129344,0.006827282373939925,-0.002457451044803216
fatigue_rate,0.2,19,1.193357909940259,1.3585757560577831,1.116820648817029,0.16521784611752421,-0.07653726112323
fatigue_rate,0.2,20,1.0997966365819787,1.2533732630945786,1.1211316225364,0.15357662651259996,0.021334985954421404
fatigue_rate,0.2,21,1.140166482446061,1.358247102784667,1.1505301548505957,0.2180806203386061,0.01036367240453484
fatigue_rate,0.2,22,1.1360147404356926,1.271884455791863,1.1926471974934385,0.13586971535617032,0.05663245705774589
fatigue_rate,0.2,23,1.027021611559054,1.2406921481792008,1.2240041846289609,0.2136705366201468,0.19698257306990685
fatigue_rate,0.2,24,1.154603494607007,1.3501581326170922,1.129365915961969,0.1955546380100852,-0.02523757864503806
fatigue_rate,0.4,10,1.0748721357070323,1.3099376113040386,1.0209152196177522,0.2350654755970063,-0.053956916089280105
fatigue_rate,0.4,11,1.0922251247990469,1.2002902838840166,1.1579742218787366,0.10806515908496972,0.06574909707968968
fatigue_rate,0.4,12,1.078833963353933,1.2948597335408925,1.1516968270497685,0.21602577018695945,0.0728628636958355
fatigue_rate,0.4,13,1.042651336194148,1.2859973556467512,1.0914132380308648,0.24334601945260315,0.04876190183671669
fatigue_rate,0.4,14,1.1105559520934207,1.2761072237745268,1.122077179732498,0.16555127168110606,0.011521227639077258
fatigue_rate,0.4,15,1.0160887926218625,1.3360354645211676,1.0875874393904983,0.31994667189930515,0.07149864676863582
fatigue_rate,0.4,16,1.0335227297317195,1.3068904671716575,1.0766703529085233,0.2733677374399379,0.04314762317680376
fatigue_rate,0.4,17,1.0935011195224729,1.2394327944116246,0.9777231900812104,0.1459316748891517,-0.11577792944126242
fatigue_rate,0.4,18,1.1252864182726952,1.1783664446316775,0.9961871442860943,0.053080026358982346,-0.12909927398660082
fatigue_rate,0.4,19,1.1151979062307467,1.361148149497409,1.0608861468015514,0.24595024326666226,-0.054311759429195305
fatigue_rate,0.4,20,0.9909230707745666,1.2186434814011158,1.0303664682612212,0.22772041062654913,0.0394433974866546
fatigue_rate,0.4,21,1.0554709438918328,1.3496697418157089,1.1152226380222465,0.29419879792387604,0.0597516941304137
fatigue_rate,0.4,22,1.1063322002638112,1.2464243714928305,1.0496364527757187,0.1400921712290193,-0.056695747488092474
fatigue_rate,0.4,23,1.0166696284223369,1.248020483845504,1.0651171441231257,0.23135085542316713,0.04844751570078887
fatigue_rate,0.4,24,1.0675330405795518,1.3501581326170922,0.972463053277162,0.2826250920375404,-0.0950699873023898
fatigue_rate,0.6,10,1.0212636926041323,1.3099376113040386,0.9102300316678177,0.28867391869990633,-0.11103366093631462
fatigue_rate,0.6,11,1.1199248827550299,1.2002902838840166,1.0549473565972933,0.08036540112898671,-0.06497752615773655
fatigue_rate,0.6,12,1.048970359192791,1.2948597335408925,0.96696178230169,0.24588937434810143,-0.08200857689110097
