axis,value,seed,anchor_value,delta_ppo_minus_bandit,delta_fqi_minus_bandit
fatigue_rate,0.0,5,0.0,0.0,0.0
fatigue_rate,0.0,6,0.0,0.0,0.0
fatigue_rate,0.0,7,0.0,0.0,0.0
fatigue_rate,0.0,8,0.0,0.0,0.0
fatigue_rate,0.0,9,0.0,0.0,0.0
fatigue_rate,0.1,5,0.0,-0.151836085298524,0.009504886733312512
fatigue_rate,0.1,6,0.0,-0.24483394162661365,0.05868214858030252
fatigue_rate,0.1,7,0.0,-0.061229626574223484,0.07158141633361892
fatigue_rate,0.1,8,0.0,-0.12545462239267724,0.19863167860077413
fatigue_rate,0.1,9,0.0,-0.17887825996799667,0.18513087010893714
fatigue_rate,0.2,5,0.0,-0.0051161232657671585,0.07626298886510519
fatigue_rate,0.2,6,0.0,-0.07732549994998628,0.20358497032290535
fatigue_rate,0.2,7,0.0,-0.03231675656064459,0.09965957816594795
fatigue_rate,0.2,8,0.0,-0.020446987249465476,0.2832010705848117
fatigue_rate,0.2,9,0.0,-0.07154734217918912,0.3079992346020204
fatigue_rate,0.4,5,0.0,0.1374922423936592,0.07728185653814656
fatigue_rate,0.4,6,0.0,0.025129878922414584,0.19097639327862292
fatigue_rate,0.4,7,0.0,0.01709958994020988,-0.011393312298383251
fatigue_rate,0.4,8,0.0,-0.05447866965538317,0.2297913041654126
fatigue_rate,0.4,9,0.0,-0.06093093786320569,0.2188469945264444
fatigue_rate,0.6,5,0.0,0.07946497395157048,0.028078736654494008
fatigue_rate,0.6,6,0.0,-0.050989059565994865,0.04581083018327281
fatigue_rate,0.6,7,0.0,0.09182386250493024,0.05724256174360365
fatigue_rate,0.6,8,0.0,-0.009241466624218653,0.21031996755135918
fatigue_rate,0.6,9,0.0,-0.040933087462084905,0.13830106683649235
