axis,value,seed,policy,mean_reward,std_reward,purchase_rate
transition_coupling_strength,0.0,0,bandit_v2,1.0935760527171714,2.956318186164185,0.07633333333333334
transition_coupling_strength,0.0,0,ppo_v3,1.250553158968102,3.1700863311327248,0.08266666666666667
transition_coupling_strength,0.0,0,fqi_v3,0.9819044334779468,2.8985450454226527,0.077
transition_coupling_strength,0.0,0,uniform,1.093025876596548,2.99705120070412,0.07933333333333334
transition_coupling_strength,0.0,0,no_op,0.9256534280490442,2.8299414983151836,0.07366666666666667
transition_coupling_strength,0.0,1,bandit_v2,1.1729877096325418,2.9844416968313023,0.077
transition_coupling_strength,0.0,1,ppo_v3,1.0777391916115406,3.061831519231114,0.07966666666666666
transition_coupling_strength,0.0,1,fqi_v3,1.106973205052345,2.9525233660705106,0.08266666666666667
transition_coupling_strength,0.0,1,uniform,0.9793471755561117,2.8243491142111923,0.07
transition_coupling_strength,0.0,1,no_op,0.9113862795164013,2.7655324281544558,0.074
transition_coupling_strength,0.0,2,bandit_v2,1.132079581743119,3.0694681294046493,0.082
transition_coupling_strength,0.0,2,ppo_v3,1.2112291636586725,3.0800941952237078,0.07833333333333334
transition_coupling_strength,0.0,2,fqi_v3,1.0637083753297083,2.9149934754183904,0.07866666666666666
transition_coupling_strength,0.0,2,uniform,1.2049018503448279,3.1864653263956493,0.09133333333333334
transition_coupling_strength,0.0,2,no_op,0.8894828912501921,2.7611751502422655,0.07466666666666667
transition_coupling_strength,0.5,0,bandit_v2,1.9597279071262468,3.8248308598547847,0.143
transition_coupling_strength,0.5,0,ppo_v3,1.979658800197811,3.995127852330143,0.16366666666666665
transition_coupling_strength,0.5,0,fqi_v3,1.6522631822101024,3.6461993694496804,0.125
transition_coupling_strength,0.5,0,uniform,1.756198253362736,3.701535823514968,0.13466666666666666
transition_coupling_strength,0.5,0,no_op,0.9256534280490442,2.8299414983151836,0.07366666666666667
transition_coupling_strength,0.5,1,bandit_v2,1.9355302136070172,3.8614288905889325,0.14166666666666666
transition_coupling_strength,0.5,1,ppo_v3,1.9649627050860423,3.9731114976249557,0.131
transition_coupling_strength,0.5,1,fqi_v3,1.7219635823333976,3.7026963369788324,0.13333333333333333
transition_coupling_strength,0.5,1,uniform,1.7453800709019909,3.7496571778842602,0.12733333333333333
transition_coupling_strength,0.5,1,no_op,0.9113862795164013,2.7655324281544558,0.074
transition_coupling_strength,0.5,2,bandit_v2,1.9113275564420869,3.8433974971812725,0.139
transition_coupling_strength,0.5,2,ppo_v3,2.0186244465208785,4.026053832694306,0.14166666666666666
transition_coupling_strength,0.5,2,fqi_v3,1.7357020477062894,3.7446329953992112,0.133
transition_coupling_strength,0.5,2,uniform,1.7401654415486119,3.672508130003777,0.13233333333333333
transition_coupling_strength,0.5,2,no_op,0.8894828912501921,2.7611751502422655,0.07466666666666667
transition_coupling_strength,1.0,0,bandit_v2,2.938582712230411,4.54204806809137,0.22466666666666665
transition_coupling_strength,1.0,0,ppo_v3,3.032466127018489,4.718802301102812,0.22466666666666665
transition_coupling_strength,1.0,0,fqi_v3,2.5333789679908847,4.366114396908355,0.19933333333333333
